Course Title,Course Description,URL,Instructor,Course Rating,Number of Ratings,Course Length,Number of Lectures,Difficulty,Number of Students,Subscription Type,Price
Laravel From The  Basics to Build Large Apps and Rest APIs,"learn the php framework laravel,the tutorial starts from the very basics to build complex applications",https://www.udemy.com/course/laravel-from-the-basics-to-build-large-apps-and-rest-apis/,Mohamed Jolti,4.9,2.0,6.5,40,All Levels,19.0,Paid,599
Elementor Custom CSS Masterclass For Beginners,Learn CSS for Elementor from the scratch!,https://www.udemy.com/course/elementor-css/,Karthik Rajanala,4.6,2.0,2.5,23,Beginner,17.0,Paid,599
Create a Clinic Booking System Using Laravel,Learn Laravel By Creating a Clinic Booking System,https://www.udemy.com/course/create-a-hospital-reservation-system/,Mustafa Alawi,4.0,2.0,3.0,45,Beginner,17.0,Paid,599
"Sass Complete Guide, Create Responsive Portfolio Website","Learn Flexbox, Sass and responsive grid system, Create a modern looking responsive website from scratch",https://www.udemy.com/course/html-sass-javascript-create-responsive-portfolio-website/,Shakil Khan,5.0,2.0,11.5,156,All Levels,20.0,Paid,599
React for beginners: Build a quiz project learning React,"React.js for beginners. Learn Hooks, Context, Http, Api and Deploy React project to production.",https://www.udemy.com/course/react-for-beginners-build-a-quiz-while-learning-react/,Oleksandr Kocherhin,5.0,2.0,2.0,18,Beginner,23.0,Paid,549
Database performance for Hibernate developers,"DB performance tuning in applications that use Spring Data JPA. Learn SQL tuning, indexes, Hibernate best practices.",https://www.udemy.com/course/database-performance-for-hibernate-developers/,Arkadiusz Fronc,4.3,2.0,4.5,35,All Levels,53.0,Paid,699
Amazon affiliated marketing by WordPress Website with SEO,Earn while learning and creating website by selecting branded stores in cheap rates,https://www.udemy.com/course/amazon-affiliated-marketing-by-wordpress-website-with-seo/,Arun Singh,5.0,2.0,3.5,30,All Levels,6.0,Paid,549
Master Python Django Faster,For Basics of Database and Web Development,https://www.udemy.com/course/master-python-django-faster/,"Prof. Bala (Balachandran Subramaniam), Kailsam Suresh",4.4,2.0,2.0,30,Beginner,6.0,Paid,549
Build Digital Marketing Agency WordPress Website for FREE,Create professional digital marketing agency website with WordPress. No coding required. 100% Free & responsive.,https://www.udemy.com/course/build-digital-marketing-agency-wordpress-website-for-free/,Being Commerce,5.0,2.0,3.0,38,All Levels,11.0,Paid,549
ASP.NET Core 5 MVC : Hands-on-Lab with Practical Projects,NEW 2021 VERSION | Mastering ASP.NET Core 5 MVC development with various practical projects,https://www.udemy.com/course/aspnetcore5mvc/,Agus Kurniawan,5.0,1.0,5.5,67,All Levels,41.0,Paid,599
Ho to Build AI & Machine Learning Recognition Application,"Optical Character Recognition (OCR) enables you to detect text within your images, along with golang",https://www.udemy.com/course/ai-machine-learning-optical-character-recognition-golang/,eugene maksymenko,1.0,1.0,0.6,11,All Levels,47.0,Paid,649
Beginning WordPress - Step by Step,We walk you through from having no WordPress knowledge to building a fully functional website.,https://www.udemy.com/course/beginning-wordpress/,Walt Dombrowski,3.0,1.0,4.5,80,Beginner,1592.0,Paid,549
How to Build Golang TCP Server Application with Kafka Stream,Go: the Great Stack for TCP server and Kafka,https://www.udemy.com/course/how-to-create-go-tcp-server-and-kafka-golang/,eugene maksymenko,1.0,1.0,0.7,9,All Levels,27.0,Paid,699
Building Web GIS Apps with Java Spring Boot MVC and Leaflet,Learn to Build Web GIS Applications with Java,https://www.udemy.com/course/building-web-gis-apps-with-java-spring-boot-mvc-and-leaflet/,EBISYS R&D,3.5,1.0,3.0,29,All Levels,10.0,Paid,599
"Build a portfolio with React, React Router and Material UI","Learn ES6, React, React Router, Material UI and Netlify in order to build and deploy a real portfolio!",https://www.udemy.com/course/build-a-portfolio-with-react-react-router-and-material-ui/,Matt Alter,5.0,1.0,1.0,36,Intermediate,3.0,Paid,649
Bootstrap Master Course,from ZERO to HERO Learning,https://www.udemy.com/course/bootstrapmaster/,Coders GUID,3.0,1.0,4.5,53,All Levels,2.0,Paid,549
CREATE A SECURE API AND CONSUME IT ON MOBILE AND WEB CLIENTS,"Web API, Vue Client, Mobile Client",https://www.udemy.com/course/create-a-secure-api-and-consume-it-on-mobile-and-web-clients/,Alfred kakuli,3.0,1.0,15.5,46,All Levels,9.0,Paid,649
Build an Online Paint Website,Learn Web Development Essentials and Become a Web Developer From Scratch,https://www.udemy.com/course/build-an-online-paint-website/,"Mammoth Interactive, John Bura",5.0,1.0,11.5,133,All Levels,24.0,Paid,649
Build Node.js Authentication REST APIs with JWT,"Build and Deploy token-based Authentication REST API server with JWT using NodeJS, MongoDB, ExpressJS, Docker, GCP",https://www.udemy.com/course/build-nodejs-authentication-rest-apis-with-jwt/,The Dev Guide,4.0,1.0,2.0,20,Intermediate,24.0,Paid,649
Create Fast Food Ordering Website Using Laravel,Build an Incredible Fast Food Ordering Website Using Laravel,https://www.udemy.com/course/create-fast-food-ordering-website-using-laravel/,Mustafa Alawi,3.0,1.0,6.5,81,All Levels,17.0,Paid,599
Build beautiful Next Js websites,Learn to build modern websites using Next Js and React,https://www.udemy.com/course/build-beautiful-next-js-websites/,Jose Angel,1.0,1.0,4.0,61,Beginner,22.0,Paid,649
Full Stack Development With Spring Boot and AWS-RDS + Heroku,"Amazon Web Services, Heroku Deployment via Github, MySQL, RDS, Rest, MVC, Hibernate, Jpa/Crud Repository,VPC Security",https://www.udemy.com/course/full-stack-development-with-spring-boot-and-aws-rds-heroku/,Senol Atac,4.5,1.0,1.5,28,All Levels,6.0,Paid,549
Build a TODO app without a Javascript framework,Using the simple TODO app we will explore the core concepts of Web Development,https://www.udemy.com/course/build-a-todo-app-without-a-javascript-framework/,Austin Lovell,5.0,1.0,1.0,12,Beginner,2.0,Paid,549
"ASP .NET WebServices(ASMX), ASP .NET Web Forms & SQL Server",Learn how to create Web Services and consume them using ASP .NET Webforms,https://www.udemy.com/course/asp-net-webservicesasmx-asp-net-web-forms-sql-server/,Linda Mazibuko,4.0,1.0,4.0,17,All Levels,8.0,Paid,599
WeChat Mini Program - Everything you need to know,Build a WeChat Mini Program with each step explained along the way. Have all the skills to create your own by the end.,https://www.udemy.com/course/wechat-mini-program/,Dan McCormick,5.0,1.0,11.0,76,All Levels,5.0,Paid,599
Practical Web Design & Web Development Ultimate Course 2022,Learn everything from scratch in Web Design Web Development to become a high paid professional Web Designer / Developer,https://www.udemy.com/course/complete-web-design-development-bootcamp-14-in-1-course/,Fatah Gabrial,4.0,1.0,41.0,626,All Levels,34.0,Paid,699
Crud Operation In Codeigniter 4 With Bootstrap 4,Learn the CRUD operation in Codeigniter 4 with data modeling,https://www.udemy.com/course/crud-operation-in-codeigniter-4-with-bootstrap-4/,Shakzee Arain,4.5,1.0,1.5,9,Beginner,12.0,Paid,549
Build Beautiful Content For The Web Froala and Laravel App,Froala Editor is a lightweight WYSIWYG HTML Editor written in Javascript that enables rich text editing capabilities,https://www.udemy.com/course/froala-millioncourses/,MillionCourses Learning Solutions,1.0,1.0,2.0,24,All Levels,1592.0,Paid,549
Create Serverless Apps using Azure,Serverless web application development using Azure,https://www.udemy.com/course/create-serverless-apps-using-azure/,SkillBakery Studio,1.5,1.0,2.0,29,Beginner,5.0,Paid,699
"Python Django Web framework: Build your Blog, API Project",Build your Web-framework project Blogging and using API to build weather application using Django.,https://www.udemy.com/course/python-django-web-framework-build-your-blog-api-project/,Chandramouli Jayendran,5.0,1.0,4.5,32,Beginner,7.0,Paid,649
Drupal 9 Tutorial 2021 : Clone Disney Website with Drupal 9,Drupal 9 Tutorial 2021 Clone Disney Website to Drupal 9 and web development with content management system Drupal,https://www.udemy.com/course/drupal-9-advance-tutorial-clone-disney-website-to-drupal-9/,Kingsley Kelechi,3.0,1.0,5.5,22,All Levels,606.0,Paid,549
JavaScript Promises,"Master JavaScript's ubiquitous asynchronous tool - the promise, and maximize your ability to code and troublshoot them!",https://www.udemy.com/course/js-promises/,Daniel Stern,3.5,1.0,1.5,17,Intermediate,10.0,Paid,699
Beginner Friendly Full Stack Web Development Course 2022,"2022's Complete beginner friendly web dev course Learn Html, CSS, Flex, Grid, Javascript, Node, MongoDB, RestAPI & More",https://www.udemy.com/course/beginner-friendly-web-development-course-zero-to-one/,Ankit K,1.5,1.0,40.5,372,All Levels,25.0,Paid,549
React JS : Building A Shopping Cart With React and PayPal,Learn ReactJS basics and build an online shopping cart with PayPal API from scratch.,https://www.udemy.com/course/react-js-building-a-shopping-cart-with-react-and-paypal/,Héritier N'kele N'kele,3.5,1.0,18.5,111,All Levels,21.0,Paid,599
Vue3 framework with TypeScript,The light JavaScript Framework,https://www.udemy.com/course/vue3-framework-with-typescript/,Stephen Brooks,2.5,1.0,1.5,19,Beginner,11.0,Paid,549
"Master HTML, CSS and Vanilla JS By Building 5 Projects",Become advanced frontend web developer,https://www.udemy.com/course/master-html-css-and-vanillajs/,Michalis Michailidis,5.0,1.0,11.0,73,All Levels,20.0,Paid,549
Django | Build a Recipe Search Engine,Learn Django By Building a Recipe Search Engine,https://www.udemy.com/course/django-build-a-recipe-search-engine/,Mustafa Alawi,4.0,1.0,2.0,33,Intermediate,4.0,Paid,699
"Exploring JavaScript - Objects, Classes & Prototype Chain",Learning Objects & Prototype will make your JS understanding stronger & will transition you to an advanced JS developer,https://www.udemy.com/course/exploring-javascript-objects/,Meher R Howji,5.0,1.0,3.5,24,All Levels,30.0,Paid,699
Build Inventory Management Web App Using Laravel,Laravel | Create Inventory Management System,https://www.udemy.com/course/build-inventory-management-web-app-using-laravel/,Mustafa Alawi,4.5,1.0,3.5,47,All Levels,5.0,Paid,599
How to Make an Affiliate Marketing Website,Get started with Affiliate Marketing and the Kadence Theme!,https://www.udemy.com/course/affiliate-marketing-website/,David Utke,5.0,1.0,2.0,15,All Levels,8.0,Paid,549
JavaScript Interview Questions - Coding Interview 2022,Prepare for next JavaScript coding interview by doing practice questions. Learn javascript skills & concepts.,https://www.udemy.com/course/javascript-interview-questions-coding-interview/,Oleksandr Kocherhin,5.0,1.0,3.5,51,All Levels,2.0,Paid,599
Ghost CMS Complete Tutorial,Make your own paid susbcription website,https://www.udemy.com/course/ghost-cms/,David Utke,5.0,1.0,1.5,22,Beginner,15.0,Paid,549
Learn Python MySql Opencv from scratch &develop crypto alert,"Entry in Python as beginner, exit as Image recognition, Selenium Web driver, opencv2,mysql,Postgresql,googleauth EXPERT",https://www.udemy.com/course/mastering-selenium-scrape-entire-crypto-market-in-real-time/,Learn programming academy,5.0,1.0,7.0,70,All Levels,7.0,Paid,549
2022 Learn HTML Web Development in 1 Hour,HTML5 For absolute beginners: Learn how to Write html In 1 hour,https://www.udemy.com/course/2022-learn-html-in-1-hour/,Prudviraj Perala,5.0,1.0,1.5,9,All Levels,1.0,Paid,549
RESTful Web API Design with Node.js 12,Leverage the power of Node.js 12 to build RESTful apps,https://www.udemy.com/course/restful-web-api-design-with-nodejs-12/,Packt Publishing,1.0,1.0,6.5,46,Beginner,13.0,Paid,599
How to Build a Chat Messaging Application with Golang,Learn how create a chat server-client with Go language using pub/sub pattern and redis database,https://www.udemy.com/course/gogolang-redis-pubsub-messaging-chat/,eugene maksymenko,1.0,1.0,1.0,14,All Levels,1592.0,Paid,599
Web Application Development with Spring and Angular: 2-in-1,Build impressive web applications covering frontend and backend integration with Spring and Angular,https://www.udemy.com/course/web-application-development-with-spring-and-angular-2-in-1/,Packt Publishing,2.0,1.0,3.5,28,Beginner,27.0,Paid,599
Learn HTML & Web Designing,Learn HTML and web designing course for Beginners,https://www.udemy.com/course/learn-htmls/,Navkar Digital Institute,2.5,1.0,37.0,41,Beginner,3.0,Paid,549
Microsoft Azure API management services - The complete guide,Build and utilize advanced API management services for your cloud system,https://www.udemy.com/course/microsoft-azure-api-management-services-the-complete-guide/,Sandeep Soni,3.5,1.0,2.5,6,Intermediate,19.0,Paid,599
Learn Html5 & Css3 with Responsive Project,Learn Web Design with Responsive Multipage Website From Scratch,https://www.udemy.com/course/mastering-web-design/,Abdullah Nahian,5.0,1.0,4.0,42,Beginner,111.0,Paid,549
The Beginner's Guide to Responsive Web Design with Flask.,"Build and Deploy a Portfolio Website with Automated Email Service Using Flask, HTML, CSS, Github and Heroku!",https://www.udemy.com/course/the-beginners-guide-to-responsive-web-design-with-flask/,Maciej Jaroszewski,1.0,1.0,3.5,41,All Levels,7.0,Paid,699
Learn React in 21 days - beginners,Basics and fundamentals of React Js.,https://www.udemy.com/course/learn-react-in-21-days-beginners/,Bharath Sharma,1.0,1.0,5.0,22,Intermediate,5.0,Paid,649
React.js shopping cart,React.js shopping cart with context API and  local storage from zero to hero.,https://www.udemy.com/course/reactjs-shopping-cart/,Odysseas kolas,5.0,1.0,6.5,24,Intermediate,27.0,Paid,549
"Vue3+TypeScript Getting started,Development user management",Vue.js is an awesome JavaScript Framework for building Frontend Applications!,https://www.udemy.com/course/vue3typescript-getting-starteddevelopment-user-management/,楚绵 郑,4.5,1.0,2.5,12,Intermediate,10.0,Paid,649
"Angular, Unit Testing, and Figma",Building a simple dashboard using Angular Material,https://www.udemy.com/course/angular-unit-testing-figma-and-numerical-analysis/,"Jorge Guerra Pires, IdeaCoding Lab, Theoretical and Mathematical biology",4.5,1.0,6.5,32,Beginner,1004.0,Paid,599
Editing a WordPress Website using the Divi Page Builder,"Easy, step-by-step instructions to update text, images, buttons, blogs and pages on your WordPress website",https://www.udemy.com/course/editing-a-wordpress-website-using-the-divi-page-builder/,Fiona Blinco,4.5,1.0,2.0,16,Beginner,4.0,Paid,599
Build Instagram Clone Using HTML & CSS,The Web Development Bootcamp: Build Instagram Clone,https://www.udemy.com/course/build-instagram-website-using-html-and-css/,Mustafa Alawi,4.0,1.0,5.0,45,All Levels,6.0,Paid,599
API Design & Development with RAML - Building complex APIs,"Learn API design principles. Develop API from scratch using RAML. Build complex APIs for Banking, Music, Mobile Orders.",https://www.udemy.com/course/api-design-development-with-raml-building-complex-api/,Uplatz Training,2.0,1.0,57.0,39,All Levels,1006.0,Paid,599
The Ultimate Authentication Course with NodeJS and Svelte,"Authenticate with Access & Refresh Tokens, 2FA, Social Authentication with Google etc.",https://www.udemy.com/course/svelte-node-authentication/,Antonio Papa,5.0,1.0,3.0,36,All Levels,8.0,Paid,549
JavaScript And PHP Programming Complete Course,Learn JavaScript Programming Language And PHP Programming Language for Frontend And Backend Development,https://www.udemy.com/course/javascript-and-php-programming-complete-course/,PROPER DOT INSTITUTE,5.0,1.0,5.0,50,Beginner,3000.0,Paid,599
Lodash 4 - The Master Guide,"Lodash complete guide - beginner to master LODASH.JS, FUNCTION BY FUNCTION, *ALL 300 FUNCTIONS EXPLAINED 11 HOURS LONG*",https://www.udemy.com/course/lodash-4-the-master-guide/,Tim MacLachlan,5.0,1.0,11.5,274,All Levels,53.0,Paid,599
